연도,시도,시군구,sigungu_cd,stnId,참조관측소,거리_km,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2021,충청북도,영동군,43740,135,추풍령,17.51,12.28,-5.53,True,23.09,1129.1,2.56,1581.7,2339.5,-0.18,-0.88,1.17,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2022,충청북도,영동군,43740,135,추풍령,17.51,12.04,-5.52,True,23.67,928.6,2.6,1649.9,2415.3,-0.86,-1.91,-0.19,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2023,충청북도,영동군,43740,135,추풍령,17.51,12.79,-6.28,True,24.02,1551.5,2.33,1745.6,2555.4,0.27,-1.5,1.75,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2024,충청북도,영동군,43740,135,추풍령,17.51,13.54,-3.07,True,24.82,1231.5,2.43,1931.6,2766.4,0.43,-1.83,2.24,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2025,충청북도,영동군,43740,135,추풍령,17.51,12.8,-5.07,True,24.81,1138.4,2.33,1884.2,2657.4,-0.11,-1.6,1.44,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2016,충청북도,옥천군,43730,226,보은,19.82,12.33,-5.91,True,24.39,1291.6,1.36,1834.6,2632.4,0.21,-1.28,1.35,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2017,충청북도,옥천군,43730,226,보은,19.82,11.59,-6.77,True,23.92,1322.8,1.38,1703.2,2460.8,-0.43,-1.82,0.9,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2018,충청북도,옥천군,43730,226,보은,19.82,11.73,-8.87,True,25.07,1409.5,1.28,1761.4,2522.4,0.47,-0.73,1.74,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2019,충청북도,옥천군,43730,226,보은,19.82,12.21,-7.21,True,23.71,1046.2,1.26,1738.2,2495.2,-0.33,-1.33,1.14,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2020,충청북도,옥천군,43730,226,보은,19.82,11.75,-4.09,True,23.4,1768.8,1.11,1559.9,2269.8,0.58,-1.9,1.87,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2021,충청북도,옥천군,43730,226,보은,19.82,12.13,-7.2,True,23.54,1097.7,1.15,1684.4,2441.8,-0.27,-0.93,1.18,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2022,충청북도,옥천군,43730,226,보은,19.82,11.69,-7.6,True,23.93,1043.5,1.13,1679.3,2442.6,-0.64,-1.7,0.56,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2023,충청북도,옥천군,43730,226,보은,19.82,12.64,-7.7,True,24.27,1870.4,1.17,1797.3,2602.9,0.3,-1.86,1.91,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2024,충청북도,옥천군,43730,226,보은,19.82,13.45,-3.25,True,24.92,1252.8,1.19,1992.2,2822.2,0.27,-1.74,1.73,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2025,충청북도,옥천군,43730,226,보은,19.82,12.65,-6.68,True,24.88,1223.8,1.18,1907.5,2673.3,-0.16,-1.17,1.72,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 19.82km)"
2016,충청북도,음성군,43770,127,충주,30.1,12.92,-5.74,True,25.28,917.1,1.45,2010.1,2820.5,-0.53,-2.08,0.49,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2017,충청북도,음성군,43770,127,충주,30.1,12.1,-6.23,True,24.63,1072.9,1.46,1841.6,2614.4,-0.55,-2.25,0.46,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2018,충청북도,음성군,43770,127,충주,30.1,12.04,-8.76,True,25.9,1349.1,1.52,1896.6,2667.2,0.41,-0.96,1.77,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2019,충청북도,음성군,43770,127,충주,30.1,12.36,-6.98,True,24.26,795.5,1.32,1795.0,2546.5,-0.82,-2.04,0.41,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2020,충청북도,음성군,43770,127,충주,30.1,12.13,-3.99,True,24.21,1446.5,1.4,1677.0,2413.8,0.28,-1.92,1.51,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2021,충청북도,음성군,43770,127,충주,30.1,12.48,-7.5,True,24.34,1365.5,1.4,1779.9,2559.7,0.21,-1.05,1.4,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2022,충청북도,음성군,43770,127,충주,30.1,11.91,-7.76,True,24.63,1464.2,1.2,1800.4,2571.3,0.02,-1.81,1.24,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2023,충청북도,음성군,43770,127,충주,30.1,12.95,-7.88,True,25.08,1661.6,1.22,1937.4,2755.3,0.23,-2.34,1.74,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2024,충청북도,음성군,43770,127,충주,30.1,13.81,-3.74,True,25.87,1448.0,1.31,2156.7,2993.7,0.84,-0.35,1.84,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2025,충청북도,음성군,43770,127,충주,30.1,12.94,-7.33,True,25.94,1070.2,1.32,2065.5,2844.2,-0.14,-1.56,1.26,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 30.1km) - 30km 이상 이격, 대표성 낮을 수 있음"
2016,충청북도,제천시,43150,221,제천,12.02,11.35,-8.14,True,23.78,1107.9,1.44,1695.4,2465.8,-0.17,-1.51,1.13,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2017,충청북도,제천시,43150,221,제천,12.02,10.55,-8.37,True,23.13,1070.7,1.55,1561.1,2297.2,-0.65,-2.01,0.52,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2018,충청북도,제천시,43150,221,제천,12.02,10.52,-10.99,True,24.43,1409.3,1.65,1622.1,2338.4,0.33,-0.68,1.42,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2019,충청북도,제천시,43150,221,제천,12.02,11.18,-9.29,True,23.13,843.0,1.53,1641.8,2351.7,-0.76,-1.98,0.45,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2020,충청북도,제천시,43150,221,제천,12.02,10.97,-5.65,True,23.1,1551.8,1.35,1465.9,2140.8,0.25,-2.21,1.79,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2021,충청북도,제천시,43150,221,제천,12.02,11.22,-8.98,True,23.09,1162.2,1.2,1555.7,2263.8,-0.11,-1.45,1.55,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2022,충청북도,제천시,43150,221,제천,12.02,10.49,-9.63,True,23.2,1476.6,1.23,1539.1,2256.2,-0.01,-1.66,1.25,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2023,충청북도,제천시,43150,221,제천,12.02,11.49,-9.78,True,23.74,1765.7,1.23,1654.7,2410.4,0.33,-2.06,2.07,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2024,충청북도,제천시,43150,221,제천,12.02,12.42,-5.43,True,24.34,1432.8,1.28,1826.5,2637.1,0.73,-0.44,1.89,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2025,충청북도,제천시,43150,221,제천,12.02,11.51,-9.17,True,24.3,1286.1,1.39,1760.9,2505.8,0.04,-0.98,1.52,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 12.02km)"
2016,충청북도,증평군,43745,131,청주,21.94,13.89,-3.3,True,25.85,938.0,1.54,2168.2,3001.0,-0.36,-1.95,1.12,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2017,충청북도,증평군,43745,131,청주,21.94,13.49,-3.52,True,25.57,1301.2,1.59,2125.8,2922.4,-0.49,-2.24,1.23,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2018,충청북도,증평군,43745,131,청주,21.94,13.6,-5.51,True,26.98,1381.6,1.67,2151.4,2976.4,0.46,-1.01,1.88,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2019,충청북도,증평군,43745,131,청주,21.94,14.25,-3.59,True,25.66,856.7,1.32,2140.8,2960.3,-0.71,-1.6,0.95,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2020,충청북도,증평군,43745,131,청주,21.94,13.98,-0.99,True,25.52,1358.6,1.45,1985.2,2812.1,0.19,-1.8,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2021,충청북도,증평군,43745,131,청주,21.94,14.4,-3.74,True,26.07,1001.6,1.43,2138.6,3006.6,-0.36,-1.14,0.94,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2022,충청북도,증평군,43745,131,청주,21.94,13.98,-4.06,True,26.11,1236.4,1.39,2190.3,3051.4,-0.3,-1.85,1.52,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2023,충청북도,증평군,43745,131,청주,21.94,14.9,-4.21,True,26.55,1805.6,1.3,2330.6,3204.7,0.43,-1.96,1.73,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
2024,충청북도,증평군,43745,131,청주,21.94,15.59,-1.14,True,27.46,1534.9,1.41,2545.4,3412.8,0.87,0.12,1.79,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 21.94km)"
